-0.6015782 2.578549
-0.871936 0.6011414
-0.4325499 6.218696
-0.3718521 4.870503
0.8525964 4.196439
-0.5087765 6.090712
0.1002177 12.22140
-1.495244 0.02404687
-0.4087179 13.05991
-0.3945012 8.622713
-0.6051689 0.4985882
0.648581 6.112877
0.5186484 4.920544
-0.9608946 4.004629
1.241065 5.521178
-1.299835 0.1478041
0.3305887 11.35868
-0.01151482 7.389487
0.3803235 5.587699
-2.440862 0.003661914
-0.1297476 7.928544
0.7529577 7.921908
-1.213682 3.534654
-1.805055 0.4941253
0.5249478 15.49146
-0.1978974 3.882998
-0.824308 0.5684978
0.2500030 12.71171
-0.380929 4.739412
0.1626207 0.8166602
0.758143 9.706401
1.367938 17.03314
0.2778096 15.06127
0.05636871 5.117026
0.3621445 9.447036
-0.2786153 2.527647
0.03336627 5.671265
-0.429994 6.048309
-0.2255396 0.5186102
-0.4595817 7.99263
0.6904626 3.285550
-0.4609398 1.247447
1.022695 4.696338
0.2430506 0.3055088
-1.06222 6.477895
-0.1302939 1.803821
0.1873276 0.4705166
-1.316954 1.257983
0.7130083 7.390648
-0.6508269 5.901705
0.444707 2.584287
-1.186833 3.3123
-0.01495087 7.628707
1.745591 10.2688
1.096773 3.970214
0.4095905 15.65620
-1.105305 0.00546339
0.6874925 7.104787
-0.02797082 1.712871
-1.967210 8.335816
-0.4197016 1.158669
0.28471 6.859534
0.3726076 0.9447952
-0.602405 1.265827
-0.5654943 2.787259
-0.4369971 6.42961
-0.4251203 0.4690250
-1.262695 2.168996
-1.024814 3.47781
0.09141685 16.31707
-0.2472902 4.770748
0.1343055 10.91821
-0.7196139 3.446294
0.8812583 20.82491
0.2385660 0.9258286
1.069425 13.26225
-0.3924706 13.08608
-1.442615 5.40381
0.04421197 5.513104
-0.2796313 2.449429
0.1983607 2.763984
-0.07701037 9.903275
0.2201474 2.816958
0.6788328 0.06952018
-0.1968639 10.29603
-0.06773608 2.160598
0.4327097 13.12594
0.6367005 9.490132
-1.723706 8.289333
0.01036086 11.59363
0.4976835 14.46229
-1.380592 1.074105
-0.4420583 2.924633
-0.3770694 0.9571652
1.384898 2.717239
0.9715027 12.22941
-0.6323456 1.433170
0.4706733 0.1928804
-0.0876059 2.66297
1.238363 7.047008
